"id","title","description","director","star1","star2","poster_url","release_date","imdb_rating","our_rating"
"119","North by Northwest","Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.","Alfred Hitchcock","Cary Grant","Eva Marie Saint","/fONtQBk12LGjQo4q6bXDROVQmTy.jpg",,"8.3","0"
"121","Singin' in the Rain","In 1927 Hollywood, a silent film production company and cast make a difficult transition to sound.","Stanley Donen","Gene Kelly","Gene Kelly","/6qOyw4yfzbzTp5YsCX26C28Do0S.jpg",,"8.3","0"
"122","Ikiru","Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life.","Akira Kurosawa","Takashi Shimura","Nobuo Kaneko","/stiGp1XzkLSYdUUEWTyQOZRkr49.jpg",,"8.3","0"
"123","Ladri di biciclette","Unemployed Antonio is elated when he finally finds work hanging posters around war-torn Rome. However on his first day, his bicycle—essential to his work—gets stolen. His job is doomed unless he can find the thief. With the help of his son, Antonio combs the city, becoming desperate for justice.","Vittorio De Sica","Lamberto Maggiorani","Enzo Staiola","/drA8fgR8xhqRNXATInYXL831OvE.jpg",,"8.3","0"
"124","Double Indemnity","A scheming wife lures an insurance investigator into helping murder her husband and then declare it an accident. The investigator's boss, not knowing his man is involved in it, suspects murder and sets out to prove it.","Billy Wilder","Fred MacMurray","Barbara Stanwyck","/iIi84w9i6fEe7IiZUw8gzXsFfT8.jpg",,"8.3","0"
"125","Citizen Kane","Newspaper magnate Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.","Orson Welles","Orson Welles","Joseph Cotten","/ruF3Lmd4A8MHbnEBE6lxPMbsHGL.jpg",,"8.3","0"
"128","The Kid","Powerful businessman Russ Duritz is self-absorbed and immersed in his work. But by the magic of the moon, he meets Rusty, a chubby, charming 8-year-old version of himself who can't believe he could turn out so badly – with no life and no dog. With Rusty's help, Russ is able to reconcile the person he used to dream of being with the man he's actually become.","Charles Chaplin","Charles Chaplin","Edna Purviance","/jEMYEoQw7jF0aoKRgaa1TbHojUT.jpg",,"8.3","0"
"129","Chhichhore","Following a group of friends from university as they progress into middle-age life and go their own separate ways.","Nitesh Tiwari","Sushant Singh Rajput","Shraddha Kapoor","/xphcLhsYScVpJdSEZk1IllpHqri.jpg",,"8.2","0"
"130","Uri: The Surgical Strike","Following the roguish terrorist attacks at Uri Army Base camp in Kashmir, India takes the fight to the enemy, in its most successful covert operation till date with one and only one objective of avenging their fallen heroes.","Aditya Dhar","Vicky Kaushal","Paresh Rawal","/byB5eBTQepTAaAYHq5QbLLU9iTS.jpg",,"8.2","0"
"134","Talvar","A hardened cop deals with three conflicting perspectives involving a brutal double murder. The case is complicated as the prime suspects are the parents who supposedly killed their teenage daughter.","Meghna Gulzar","Irrfan Khan","Konkona Sen Sharma","/xvAY4zRP4J74v1ROIOGjtm07oYA.jpg",,"8.2","0"
"135","Baahubali 2: The Conclusion","When Mahendra, the son of Bāhubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.","S.S. Rajamouli","Prabhas","Rana Daggubati","/yCRYYGldFGVa4cmZVpTVCRQMfjA.jpg",,"8.2","0"
"136","Klaus","When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.","Sergio Pablos","Carlos MartÃ­nez LÃ³pez","Jason Schwartzman","/mlxKite1x1PgmIhJgAxNS9eHmH8.jpg",,"8.2","0"
"140","Bhaag Milkha Bhaag","The true story of the ""Flying Sikh"" world champion runner and Olympian Milkha Singh who overcame the massacre of his family, civil war during the India-Pakistan partition, and homelessness to become one of India's most iconic athletes.","Rakeysh Omprakash Mehra","Farhan Akhtar","Sonam Kapoor","/eryhpwnyvEWnsDapQ9jwbam8itA.jpg",,"8.2","0"
"141","Gangs of Wasseypur","After the death of his father and brother Danish, Faizal Khan vows to take revenge by destroying Ramadhir Singh's gang.","Anurag Kashyap","Manoj Bajpayee","Richa Chadha","/nXkNbKFx8YLorku25MMLO5OV6aW.jpg",,"8.2","0"
"142","Udaan","A wealthy industrialist who refuses to doctor his product is killed by his corrupt business partners (the great trio of Danny Denzongpa, Dilip Tahil, and Prem Chopra), and his share of the company goes to his daughter Versha (Rekha). When she begins to figure out the truth, the nefarious partners conspire to have her locked in a mental institute--but that's not enough to stop our heroine, who makes some new, insane friends and returns with revenge on her mind.","Vikramaditya Motwane","Rajat Barmecha","Ronit Roy","/pZdJJH9mNRfBrUitEG6vHPqfBvg.jpg",,"8.2","0"
"144","El secreto de sus ojos","Hoping to put to rest years of unease concerning a past case, retired criminal investigator Benjamín begins writing a novel based on the unsolved mystery of a newlywed’s rape and murder. With the help of a former colleague, judge Irene, he attempts to make sense of the past.","Juan JosÃ© Campanella","Ricardo DarÃ­n","Soledad Villamil","/fNHCogWhABNAmzk0IFdzQP5XLYj.jpg",,"8.2","0"
"146","Shutter Island","World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.","Martin Scorsese","Leonardo DiCaprio","Emily Mortimer","/rbZvGN1A1QyZuoKzhCw8QPmf2q0.jpg",,"8.2","0"
"147","Up","Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.","Pete Docter","Bob Peterson","Edward Asner","/hGGC9gKo7CFE3fW07RA587e5kol.jpg",,"8.2","0"
"149","Chak De! India","A team of rag-tag girls with their own agenda form Team India competing for international fame in field hockey. Their coach, the ex-men's Indian National team captain, returns from a life of shame after being unjustly accused of match fixing in his last match. Can he give the girls the motivation required to win, while dealing with the shadows of his own past?","Shimit Amin","Shah Rukh Khan","Vidya Malvade","/hvjMnEFHapW73MkLCOW47PhFYD5.jpg",,"8.2","0"
"151","Pan's Labyrinth","Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.","Guillermo del Toro","Ivana Baquero","Ariadna Gil","/o0IWa75BXyXryNDVqw0xoXZzy1J.jpg",,"8.2","0"
"152","Toy Story 3","Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.","Lee Unkrich","Tom Hanks","Tim Allen","/uAfhsySkr1UzQg1zdg3dZQRz9Fd.jpg",,"8.2","0"
"153","V for Vendetta","In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.","James McTeigue","Hugo Weaving","Natalie Portman","/sFEYsEfzTx7hhjetlNrme8B5OUo.jpg",,"8.2","0"
"154","Rang De Basanti","After a group of friends graduate from Delhi University, they listlessly haunt their old campus, until a British filmmaker casts them in a film she's making about freedom fighters under British rule. Although the group is largely apolitical, the tragic death of a friend owing to local government corruption awakens their patriotism. Inspired by the freedom fighters they represent in the film, the friends collectively decide to avenge the killing.","Rakeysh Omprakash Mehra","Aamir Khan","Soha Ali Khan","/fgRhyGbMAolDsQ65VRBRBtVQZNn.jpg",,"8.2","0"
"157","Swades: We, the People","A successful Indian scientist returns home to his village to take his nanny back to America with him, and in the process rediscovers his roots.","Ashutosh Gowariker","Shah Rukh Khan","Gayatri Joshi","/AmRfsOyEXpVhnaYXZMoDlZd9Siq.jpg",,"8.2","0"
"158","Der Untergang","In April of 1945, Germany stands at the brink of defeat with the Russian Army closing in from the east and the Allied Expeditionary Force attacking from the west. In Berlin, capital of the Third Reich, Adolf Hitler proclaims that Germany will still achieve victory and orders his generals and advisers to fight to the last man. When the end finally does come, and Hitler lies dead by his own hand, what is left of his military must find a way to end the killing that is the Battle of Berlin, and lay down their arms in surrender.","Oliver Hirschbiegel","Bruno Ganz","Alexandra Maria Lara","/hvINcZ57JNLHylfjTVB6hd0Uefz.jpg",,"8.2","0"
"159","Hauru no ugoku shiro","Sophie, a young milliner, is turned into an elderly woman by a witch who enters her shop and curses her. She encounters a wizard named Howl and gets caught up in his resistance to fighting for the king.","Hayao Miyazaki","Chieko BaishÃ´","Takuya Kimura","/nv5wwZou159v5OC61i4ElR7OqyY.jpg",,"8.2","0"
"160","A Beautiful Mind","From the heights of notoriety to the depths of depravity, John Forbes Nash Jr. experiences it all. As a brilliant but socially awkward mathematician, he made a groundbreaking discovery early in his career and stands on the brink of international acclaim. But as the handsome and arrogant Nash accepts secret work in cryptography, he becomes entangled in a mysterious conspiracy. His life takes a nightmarish turn and he soon finds himself on a painful and harrowing journey of self-discovery.","Ron Howard","Russell Crowe","Ed Harris","/hCJFWTPghXCwwSpvPpAoIB8318Q.jpg",,"8.2","0"
"161","Hera Pheri","Lucky is a young taxi driver whose dream of moving to the UK is thwarted by financial constraints. When he falls for Paali, whose father proposes a fake marriage to facilitate her UK immigration, Lucky agrees, hoping to win her love","Priyadarshan","Akshay Kumar","Sunil Shetty","/thcoTAEBIk9EiDscqAOV8uZCHVl.jpg",,"8.2","0"
"162","Lock, Stock and Two Smoking Barrels","A card shark and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.","Guy Ritchie","Jason Flemyng","Dexter Fletcher","/cXQH2u7wUIX1eoIdEj51kHXoWhX.jpg",,"8.2","0"
"163","L.A. Confidential","Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.","Curtis Hanson","Kevin Spacey","Russell Crowe","/6Z1fVDm7b05I1650DJRqAq8dIaI.jpg",,"8.2","0"
"164","Eskiya","Baran the Bandit, released from prison after serving 35 years, searches for vengeance against his former best friend who betrayed him and stole his lover, teaming up with a young punk with his own demons along the way.","Yavuz Turgul","Sener Sen","Ugur YÃ¼cel","/g97iolMMnBat6NHtABA6hRgP1XE.jpg",,"8.2","0"
"166","Casino","In early-1970s Las Vegas, Sam ""Ace"" Rothstein gets tapped by his bosses to head the Tangiers Casino. At first, he's a great success in the job, but over the years, problems with his loose-cannon enforcer Nicky Santoro, his ex-hustler wife Ginger, her con-artist ex Lester Diamond and a handful of corrupt politicians put Sam in ever-increasing danger.","Martin Scorsese","Robert De Niro","Sharon Stone","/iZGiMD0p1M2AOmzKknFo5bkuz94.jpg",,"8.2","0"
"167","Andaz Apna Apna","Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal.","Rajkumar Santoshi","Aamir Khan","Salman Khan","/8YboYnoujBeWv4Galqnb7I0h9jf.jpg",,"8.2","0"
"168","Unforgiven","William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.","Clint Eastwood","Clint Eastwood","Gene Hackman","/5zkrI7P70j8C03ThBOvrEG6VF8M.jpg",,"8.2","0"
